日期,標題,內容,網址
2019/09/11,與韓國零時差，New Balance「IU 女神」復古款鞋上市,"老爹鞋燒不退，從2017年到2019年老爹鞋風潮依然持續延燒!這種流行於90年代復古鞋型為「Chunky Sneaker」又稱作「Dad Shoes」，圓潤寬大的鞋楦加上厚重的大底，看起來略顯笨重，十足像是爸爸們在80年代穿著的運動鞋款式，於是人們親切的稱呼它們為「老爹鞋」。
 

集老爹鞋與小白鞋於一身 IUx608
New Balance於2019年秋冬再次推出韓國款608，此款式為韓國女神IU代言過的608系列，在韓國造成轟動讓首爾人腳一雙的盛況，New balance 608巧妙結合老爹鞋外型及女孩最喜愛的白色為一體，鞋身輪廓為簡約低調的線條組成，渾圓可愛的鞋頭更深受女孩們青睞。厚底設計，增加腿部的視覺比例，為女孩必備的美腿神器!鞋面以全白高質感皮革佐以經典N字LOGO做點綴，鞋底則是以大膽、活潑的色彩呈現，完美詮釋青春女孩的復古年代。



全新韓國款老爹鞋 452
繼IU款608紅透半邊天後，New Balance推出全新延伸韓國款452，外型輪廓延續608的鞋型，打造出看似笨拙卻流線感十足的復古老爹鞋。鞋面以全白高質感皮革與透氣網布交替覆蓋，鞋身以黑色、粉色勾勒出線條裝飾，異材質拼接設計讓造型更有層次。腳踩一雙New balance 452不僅能靠厚底偷偷增高、拉長視覺比例，讓身型及腿部線條更顯修長，搭配度更勝小白鞋，絕對是女孩今年必BUY鞋款!!

 


ML615 韓國熱銷款 台灣同步上市中
New Balance 零時差帶來全新一波復古老爹鞋，原汁原味保留80年代的歷史足跡，中底特別加入ABZORB緩震科技，讓復古鞋型與嶄新科技相互碰撞融合，撞擊出老爹鞋新風味。流線型的鞋身以最受歡迎的全黑、全白和飽和撞色重現當年的復古風潮，鞋側以標製性的純色N字大LOGO，為整體視覺增添豐富度。鞋面採用高質感皮革及透氣性網眼等異材質拼接打造流行層次。鞋舌別出心裁使用數字LOGO呈現，增加視覺重點突顯出俏皮與活潑感，讓喜愛復古潮流的你穿上腳，站穩街頭潮流的一席之地。

 
",http://overdope.com/archives/436122
2019/09/10,Kobe V「Chaos」小丑配色 10 年後正式回歸,"Kobe 簽名鞋款隨著近年來 Kobe I 與 Kobe IV 的復刻，甚至 adidas 也曾把過往的 Kobe 簽名鞋款跟著復刻撈一筆，但最近傳出來的，是令老鞋頭們興奮的 2009 年 NBA 聖誕賽事中 Kobe 腳上的小丑配色傳出復刻消息！
設計上配色以紫色的漸變鞋面，搭配鞋身螢光綠 Swoosh 勾勾帶來視覺衝擊力十足的效果作為呈現。這雙 Nike Zoom Kobe 5 Protro 「Chaos」預計將於今年 12 月 26 日聖誕佳節時刻回歸，感興趣的朋友不妨參考一番。
 








 
 
 
",http://overdope.com/archives/436100
2019/09/10,全新 Nike Air Max 95 黑粉鴛鴦配色登場,"以鴛鴦元素做為設計靈感，Nike Air Max 95 打造了一款以黑色和粉色的全新配色 Air Max 95；於鞋身內側採用了粉色、外側則使用了黑色配色作為呈現，營造出極佳撞色效果。鞋身面料以麂皮及網面織物打造，勾勒出豐富層次感。這鞋款預計於 9 月 15 日正式發售，喜歡的朋友不妨參考一番。
 


 
",http://overdope.com/archives/436098
2019/09/10,當 Converse 1970S 配上Nike 的勾勾，大概會是長這樣子,"Virgil Abolh 曾透過「解構」概念與 Nike 共同打造了「The Ten」系列聯名鞋款後，不僅引領起 DIY 風格的潮流，「Nike By You」的客製化鞋款概念也大受歡迎。近日海外鄉民曝光了多款關於 Converse 與 Nike 的客製化鞋款，直接 天馬行空的將兩個品牌串連一起，如果是這樣的設計你會買單嗎？
 











 
",http://overdope.com/archives/436096
2019/09/10,Travis Scott x Air Jordan 6 發售再度跳票,"近期消息不斷的 Travis Scott x Air Jordan 6 鞋款原本準備 9 月份即將發售，現在傳出恐怕延遲至 10 月 12 日。這款以 Air Jordan 6 作為基底配色選用軍綠色的熱門鞋款，看來打算繼續釣鞋頭們的胃口。
 

 
",http://overdope.com/archives/436094
2019/09/09,300 萬台幣也不賣！？幸運歌迷決定收藏  Travis Scott 親手贈送的 AF1 聯名款,"在 Travis Scott 台上演唱時獲得他親手贈送 Travis Scott x Nike Air Force 1 的幸運歌迷 @el_guicho09 在 IG 發布貼文之後收到了各方購買報價，其中一筆甚至高達 10 萬美金，換算台幣約 3 百萬之高。而 Travis Scott 也曾到這位粉絲的貼文底下留言表示：「不要賣，自己留著。」 也因為這樣這位粉絲甚至截圖並註明，希望網友不要再傳訊息給他報價。 
雖然收到偶像贈送心儀的單品，但因價值不菲，是你的話會選擇留下還是賣出呢？



",http://overdope.com/archives/436087
2019/09/09,今天不討論你的球技，重點是 AIR JORDAN 34 又帶來了新科技,"
全新Air Jordan XXXIV 傳承了Jordan 品牌的精神，為新一代賽場之星帶來更強的實戰籃球鞋。
Jordan 品牌鞋款副總裁 Gentry Humphrey 說：“無論是過去、現在還是未來，Air Jordan正代鞋款一直在引領球鞋科技的創新，也一直代表著Jordan品牌實戰籃球鞋的最高水準。現在，Air Jordan XXXIV 將會把這種不斷創新的傳統帶給新一代的運動員。”
從內到外，從鞋面到鞋底，Air Jordan XXXIV展現了化繁為簡的理念，滿足運動員在場上的需求，同時摒除所有不重要的元素。

Air Jordan XXXIV手稿圖
 
解密Air Jordan XXXIV
Air Jordan XXXIV 是Jordan品牌有史以來最輕的實戰籃球鞋之一。（男子US 9僅重約 371.3克）
「23」這一經典數字以摩斯密碼的形式呈現在鞋面上。
不同配色的Air Jordan XXXIV皆會有其獨特的設計標誌。（例如：每一雙不同的配色，於鞋跟處的標誌都不同）
外底上的「J4 – 34, 2.89-2019」致敬了從30年前經典的 Air Jordan IV 到 Air Jordan XXXIV 的演變。
 

Zion Williamson穿著Air Jordan XXXIV Blue Void

Jordan 品牌資深設計師Tate Kuerbis 說：“這雙鞋的設計靈感起於運動員對AJXXXIII的回饋。我們和運動員交流的時候他們都表示，希望新的籃球鞋能有更出色的抓地力，同時減輕重量。這也成為我們設計的出發點。於是我們將研究重點擺在如何幫助運動員能夠在場上具有更強的爆發力，並超越籃框。”Air Jordan正代鞋款一直在引領球鞋科技的創新。於是，在Air Jordan XXXIV的設計中，全新的 Eclipse Plate 科技應運而生。它由 Pebax 材料以及前掌 Zoom Air 氣墊組成，為雙腳提供最佳的爆發力。
“在籃球發展歷史中，Air Jordan 正代一直是非常具有影響力的實戰籃球鞋系列。”—Jordan 品牌鞋履副總裁 Gentry Humphrey
 

Eclipse Plate細節呈現在Air Jordan XXXIV Blue Void上
 
Tate Kuerbis 說：“Flight Speed Plate 科技已經受到眾多 Jordan 品牌運動員的青睞。全新的 Eclipse Plate 在其傳承之下誕生，變得更加靈活，也減輕了重量。為了達到這個目的，我們嚴格挑選製作 Plate 的材質，並考量如何使各個部分發揮最大功效。”這個想法完美地展現在 Air Jordan XXXIV 前掌 Zoom Air 氣墊。為了完全的開啟氣墊效果，Eclipse Plate 形成了一個凹槽，使氣墊能夠無約束地壓縮和形變。注重穩定性的 Eclipse Plate又為籃球運動中的爆發性動作，例如切入、突破和彈跳，提供了更好的控制。 
Jordan Eclipse Plate 是什麼？
作為 Jordan Flight Speed Plate 科技的升級， Eclipse Plate 讓中底到前掌之間的能量轉換更為順暢，帶來更好的掌控和更迅速的起跳。
Eclipse Plate 放置的特殊位置也提升了 Zoom Air 氣墊帶來的穿著體驗，提供更多回彈和橫向支撐。
採用 Pebax 材料打造而成的 Eclipse Plate 取代了原先發泡材料所佔據的體積。它提供穩定支撐的同時，也提升了 Zoom Air 緩震科技的性能。
 

Air Jordan XXXIV鞋底特寫
 
結合外底人字紋設計使Eclipse Plate 發揮最大功能，Jordan 品牌以絕不妥協的方式為實戰籃球鞋款提供最新的標準。在對運動員的雙腳進行掃描後，Jordan品牌堅持使用了經典的人字紋外底，幫助運動員完成出色的第一步和快速切入，以及在防守過程中的急停。經典融合創新也是 Air Jordan XXXIV 優異性能的基礎。在後跟、鞋舌、鞋孔、中底穩定器都所展現。Tate Kuerbis 說道：“我喜歡這款鞋的其中一個原因，是因為它不會讓你聯想到過去的任何一代 Air Jordan，但它能讓你想到最純粹的籃球鞋。” 




 
Jordan 品牌運動員對Air Jordan XXXIV的第一印象
“我想要一雙舒服、耐穿、性能爆炸並且時尚的籃球鞋。Air Jordan XXXIV 帶來了我想要的所有感受，甚至更多。” – 紐奧良鵜鶘隊前鋒 Zion Williamson
“Air Jordan XXXIV 是一雙毫無過多設計、非常輕巧的球鞋。” –底特律活塞隊前鋒 Blake Griffin
“Eclipse Plate 不僅僅是看上去很酷，它真實地讓我感受到更好的緩震性和回彈。” – 波士頓塞爾提克隊前鋒 Jayson Tatum
“Air Jordan XXXIV 就是我想像中，未來籃球鞋該有的樣子。”– 華盛頓巫師隊前鋒八村壘（Rui Hachimura）
“我喜歡這雙鞋的線條輪廓，喜歡Eclipse Plate這個設計元素。Air Jordan正代球鞋總是能帶給你不曾見過的創新。”– WNBA紐約自由人隊後衛 Kia Nurse

Jordan 品牌在全球合作的多名運動員，以及高中或大學球隊，都會穿著Air Jordan XXXIV上場比賽。Air Jordan XXXIV的首發配色將於9月下旬正式發售。 

",http://overdope.com/archives/436078
2019/09/09,Off-White x Nike Dunk Low「University Gold」配色首度曝光,"Virgil Abloh 和 Nike 將於 2019 年秋季稍晚再度推出聯名合作，釋出三款 Nike Dunk Low Leather 配色，此次過 IG 帳號 @lbcdeadstock 的爆料，讓我們首度看到了 University Gold 的配色曝光。Off-White x Nike Dunk Low 預計將於十月與紅、綠配色一同發布，售價美金 $170 元整。
對 Off-White x Nike Dunk Low 感興趣的朋友，不妨參考這篇報導看看其他兩款配色。
 





 
",http://overdope.com/archives/436076
2019/09/09,adidas 為了慶祝70 週年，這次再度推出限量鞋洗一波," 
為了慶祝 adidas 在今年邁向了 70 週年的大日子，adidas 在北美於 9 月 8 日透過官網重新發售了一波系列限量聯名球鞋，包括了 Daniel Arsham Futurecraft 4D、White Mountaineering NMD_R2、BAPE® POD 與 NEIGHBORHOOD NMD 等。
目前尚未得知是否亞洲甚至台灣也會跟進，感興趣的朋友不妨持續關注後續 OVERDOPE 追蹤報導。
 




 
",http://overdope.com/archives/436060
2019/09/07,又有品牌被 adidas 收編了！？Fucking Awesome 聯名鞋款即將推出！,"由知名滑板選手 Jason Dill 所主理的品牌 Fucking Awesome 曾多次與 Vans 聯名合作，但此次卻展開了與 adidas 的聯名鞋款企劃，日後是否將成為 adidas 固定的友好聯名單位值得觀察。
此次曝光的鞋款中可看到鮮豔的配色作為主題呈現，包括橘色及紫色的主要使用，搭配 Fucking Awesome 品牌 Logo 點綴作為呈現。 此鞋款目前尚未有發售消息，感興趣的朋友不妨持續追蹤 OVERDOPE 的後續報導。
 


 
 
",http://overdope.com/archives/436055
2019/09/07,簡單好看！Air Jordan 1 Low 百搭簡約配色登場！,"Air Jordan 1 Low 低筒此次推出了簡約的白色主軸設計，在後跟、鞋舌與側身的 swoosh 勾勾上採用黑曜石配色點綴，整體看起來十分簡約清爽。此鞋款目前已經上架販售，感興趣的朋友不妨參考一番。
 







 
",http://overdope.com/archives/436053
2019/09/07,吃鱉了！Supreme 2019 秋冬第二週最快完售單品竟不是 Nike SB！？,"上週四 9 月 5 日 Supreme 2019 秋冬第二週單品正式販售，然而備受矚目的 Supreme x NIKE 重磅聯名鞋款 SB Dunk Low 卻根據數據顯示居然不是最快完售的單品！
而最快完售的單品，是白色的連帽風衣，僅耗時 3.4 秒就銷售一空，第二名則是 Rita Ackermannn x Supreme 的聯名短袖襯衫，以 5.7 秒位居第二。而 Supreme x NIKE SB Dunk Low 的三個配色分別落在排名第三、四、五位。那麼你這週買了什麼呢？

",http://overdope.com/archives/436050
2019/09/07,Air Jordan 10 Camo 迷彩版本登場," Jordan近日推出了一款迷彩設計的 Air Jordan 10 Camo，為這雙經典的鞋款帶來前所未見的新鮮感！Air Jordan 10最新推出的CAMO配色，使用的軍事迷彩綠色設計在 Air Jordan 10 系列中非常罕見，傳統的皮革物料換成了更耐用的尼龍布材質，同時帶有濃厚的軍事味道，驟眼看更有點種軍Boot的感覺! 其中一個有趣的細節是後跟的黑色Jumpman Logo，完全變成了迷彩花紋的一部份，要細心留意才會看見原來的Jumpman形狀！



 












 













",http://overdope.com/archives/436040
2019/09/06,慶祝愛國者隊奪冠！Nike Air Force 1 全新配色登場,"Nike 經典鞋款 Air Force 1 近日再度曝光一款全新配色，此次的全新配色是為了慶祝橄欖球隊新英格蘭愛國者隊奪得第六屆冠軍而誕生，鞋身主要以深藍色為主呈現，鞋面採用編織物料打造，鞋頭可看到縮小的 Nike 勾勾設計。鞋後跟處可看到愛國者隊徽與招牌配色，透過 6X 呼應 6 度奪冠壯舉。此鞋款預計將於近期推出上架。
 






 
",http://overdope.com/archives/436038
2019/09/06,發售日期提前！Air Jordan 12 黑藍即將登場！,"全新 Air Jordan 12 黑藍近日傳出全新實圖曝光，整體採用黑藍色打造出鮮明層次，細節上黑色面採用高級荔枝皮，藍色面則用了麂皮材質。Air Jordan 12 黑藍將於 9 月 21 日正式登場，比原本 9 月 28日預售日提前了一週，喜歡的朋友不妨參考。
 










",http://overdope.com/archives/436029
2019/09/05,生個混血兒來玩玩！Air Jordan V 「Top 3」配色登場預備,"Jordan Brand 人氣最高的始終都是每雙正代的經典 OG 配色。而這次 Jordan Brand 別出心裁地嘗試融合 Air Jordan V 三款人氣配色 「Fire Red」 、「Grape」 以及 「Black Metallic」等三款 OG 配色，推出Air Jordan V 「Top 3」鞋款。
設計上除了採用上述配色作為發想之外，更以不對稱的「鴛鴦」鞋身設計作為呈現，讓視覺效果透過強烈撞色令人感到驚艷。此配色目前預計無緣於 2019 年登場，關於 2020 年的販售消息也請繼續鎖定 OVERDOPE。
",http://overdope.com/archives/436010
2019/09/05,讓小朋友蒸發！Yeezy Boost 350 V2 「Cloud White」發售日期公佈,"Yeezy Boost 350 V2 新配色「Cloud White」 以更加清新的色調登場推出！在設計上「Cloud White」的配色與紋路跟早先的「Static」 相較之下有些相似，但卻少了反光效果，透過更簡約的視覺效果呈現。「Cloud White」配色預計於 9 月 21 日展開販售，感興趣的朋友不妨留意。
  
",http://overdope.com/archives/436005
2019/09/05,好久不見的白山這次跟 adidas 推出聯名款 Nite Jogger,"White Mountaineering 白山與 adidas 在本季延續合作關係推出聯名 Nite Jogger 鞋款。透過 White Mountaineering 的機能風格與豐富大膽配色；並利用反光面料、網狀布料與麂皮等材質拼接打造而成。White Mountaineering x adidas Nite Jogger 預計將於 9 月 26 日展開販售，售價 160 美元。喜歡的朋友不妨參考一番。
















 
",http://overdope.com/archives/436003
2019/09/04,太扯！Travis Scott 送給台下粉絲的聯名 AF1 現在要 120 萬台幣！,"昨天曝光的TRAVIS SCOTT X AIR FORCE 1 完整面貌曝光！報導中曾提及因為 Travis Scott 在「Made In America」音樂節舞台上，無預警將 Air Force 1 聯名鞋款送給了現場台下的粉絲，而短短一天內這雙鞋也來到了 4 萬美金的炒賣價格，約合台幣 120 萬元！只能說這位粉絲真的也太幸運！
 
 
",http://overdope.com/archives/435977
